"ensembl_gene_id","external_gene_name","description"
"ENSMUSG00000069255","Dusp22","dual specificity phosphatase 22 [Source:MGI Symbol;Acc:MGI:1915926]"
"ENSMUSG00000052566","Hook2","hook microtubule tethering protein 2 [Source:MGI Symbol;Acc:MGI:2181664]"
"ENSMUSG00000073805","Fam196a","family with sequence similarity 196, member A [Source:MGI Symbol;Acc:MGI:3605068]"
"ENSMUSG00000048100","Taf13","TATA-box binding protein associated factor 13 [Source:MGI Symbol;Acc:MGI:1913500]"
"ENSMUSG00000057541","Pus7","pseudouridylate synthase 7 [Source:MGI Symbol;Acc:MGI:1925947]"
"ENSMUSG00000038022","Fam188b","family with sequence similarity 188, member B [Source:MGI Symbol;Acc:MGI:3583959]"
"ENSMUSG00000026523","Wdr64","WD repeat domain 64 [Source:MGI Symbol;Acc:MGI:1923070]"
"ENSMUSG00000054679","Srsf12","serine/arginine-rich splicing factor 12 [Source:MGI Symbol;Acc:MGI:2661424]"
"ENSMUSG00000038538","Ubn2","ubinuclein 2 [Source:MGI Symbol;Acc:MGI:2444236]"
"ENSMUSG00000050478","Olfr807","olfactory receptor 807 [Source:MGI Symbol;Acc:MGI:3030641]"
"ENSMUSG00000036687","Tmem184a","transmembrane protein 184a [Source:MGI Symbol;Acc:MGI:2385897]"
"ENSMUSG00000000538","Tom1l2","target of myb1-like 2 (chicken) [Source:MGI Symbol;Acc:MGI:2443306]"
"ENSMUSG00000032567","Aste1","asteroid homolog 1 (Drosophila) [Source:MGI Symbol;Acc:MGI:1913845]"
"ENSMUSG00000039585","Myo9a","myosin IXa [Source:MGI Symbol;Acc:MGI:107735]"
"ENSMUSG00000094396","Vmn2r124","vomeronasal 2, receptor 124 [Source:MGI Symbol;Acc:MGI:3761531]"
"ENSMUSG00000057133","Chd6","chromodomain helicase DNA binding protein 6 [Source:MGI Symbol;Acc:MGI:1918639]"
"ENSMUSG00000015961","Adss","adenylosuccinate synthetase, non muscle [Source:MGI Symbol;Acc:MGI:87948]"
"ENSMUSG00000056468","5730596B20Rik","RIKEN cDNA 5730596B20 gene [Source:MGI Symbol;Acc:MGI:1924830]"
"ENSMUSG00000049482","Ctu2","cytosolic thiouridylase subunit 2 [Source:MGI Symbol;Acc:MGI:1914215]"
"ENSMUSG00000018893","Mb","myoglobin [Source:MGI Symbol;Acc:MGI:96922]"
"ENSMUSG00000005299","Letm1","leucine zipper-EF-hand containing transmembrane protein 1 [Source:MGI Symbol;Acc:MGI:1932557]"
"ENSMUSG00000039021","Ttc16","tetratricopeptide repeat domain 16 [Source:MGI Symbol;Acc:MGI:2443048]"
"ENSMUSG00000024038","Ndufv3","NADH dehydrogenase (ubiquinone) flavoprotein 3 [Source:MGI Symbol;Acc:MGI:1890894]"
"ENSMUSG00000025429","Pstpip2","proline-serine-threonine phosphatase-interacting protein 2 [Source:MGI Symbol;Acc:MGI:1335088]"
"ENSMUSG00000036013","Fam122c","family with sequence similarity 122, member C [Source:MGI Symbol;Acc:MGI:1921116]"
"ENSMUSG00000015290","Ubl4a","ubiquitin-like 4A [Source:MGI Symbol;Acc:MGI:95049]"
"ENSMUSG00000074505","Fat3","FAT atypical cadherin 3 [Source:MGI Symbol;Acc:MGI:2444314]"
"ENSMUSG00000066800","Rnasel","ribonuclease L (2', 5'-oligoisoadenylate synthetase-dependent) [Source:MGI Symbol;Acc:MGI:1098272]"
"ENSMUSG00000023931","Efhb","EF hand domain family, member B [Source:MGI Symbol;Acc:MGI:3045296]"
"ENSMUSG00000031538","Plat","plasminogen activator, tissue [Source:MGI Symbol;Acc:MGI:97610]"
"ENSMUSG00000041460","Cacna2d4","calcium channel, voltage-dependent, alpha 2/delta subunit 4 [Source:MGI Symbol;Acc:MGI:2442632]"
"ENSMUSG00000062561","Gm10118","predicted gene 10118 [Source:MGI Symbol;Acc:MGI:3642340]"
"ENSMUSG00000040820","Hlcs","holocarboxylase synthetase (biotin- [propriony-Coenzyme A-carboxylase (ATP-hydrolysing)] ligase) [Source:MGI Symbol;Acc:MGI:894646]"
"ENSMUSG00000052415","Tchh","trichohyalin [Source:MGI Symbol;Acc:MGI:2177944]"
"ENSMUSG00000009097","Tbx1","T-box 1 [Source:MGI Symbol;Acc:MGI:98493]"
"ENSMUSG00000025903","Lypla1","lysophospholipase 1 [Source:MGI Symbol;Acc:MGI:1344588]"
"ENSMUSG00000070360","",""
"ENSMUSG00000033082","Clec1a","C-type lectin domain family 1, member a [Source:MGI Symbol;Acc:MGI:2444151]"
"ENSMUSG00000062373","Tmem65","transmembrane protein 65 [Source:MGI Symbol;Acc:MGI:1922118]"
"ENSMUSG00000041351","Rap1gap","Rap1 GTPase-activating protein [Source:MGI Symbol;Acc:MGI:109338]"
"ENSMUSG00000015016","Acsf3","acyl-CoA synthetase family member 3 [Source:MGI Symbol;Acc:MGI:2182591]"
"ENSMUSG00000042660","Wdr55","WD repeat domain 55 [Source:MGI Symbol;Acc:MGI:1915186]"
"ENSMUSG00000006464","Bbs1","Bardet-Biedl syndrome 1 (human) [Source:MGI Symbol;Acc:MGI:1277215]"
"ENSMUSG00000020908","Myh3","myosin, heavy polypeptide 3, skeletal muscle, embryonic [Source:MGI Symbol;Acc:MGI:1339709]"
"ENSMUSG00000036560","Lgi4","leucine-rich repeat LGI family, member 4 [Source:MGI Symbol;Acc:MGI:2180197]"
"ENSMUSG00000074155","Klk5","kallikrein related-peptidase 5 [Source:MGI Symbol;Acc:MGI:1915918]"
"ENSMUSG00000038691","Mbd3l1","methyl-CpG binding domain protein 3-like 1 [Source:MGI Symbol;Acc:MGI:1920753]"
"ENSMUSG00000049620","Prss33","protease, serine 33 [Source:MGI Symbol;Acc:MGI:2661234]"
"ENSMUSG00000098274","Rpl24","ribosomal protein L24 [Source:MGI Symbol;Acc:MGI:1915443]"
"ENSMUSG00000028078","Dclk2","doublecortin-like kinase 2 [Source:MGI Symbol;Acc:MGI:1918012]"
"ENSMUSG00000009545","Kcnq1","potassium voltage-gated channel, subfamily Q, member 1 [Source:MGI Symbol;Acc:MGI:108083]"
"ENSMUSG00000018168","Ikzf3","IKAROS family zinc finger 3 [Source:MGI Symbol;Acc:MGI:1342542]"
"ENSMUSG00000071005","",""
"ENSMUSG00000040824","Snrpd2","small nuclear ribonucleoprotein D2 [Source:MGI Symbol;Acc:MGI:98345]"
"ENSMUSG00000015126","Tsr3","TSR3 20S rRNA accumulation [Source:MGI Symbol;Acc:MGI:1915577]"
"ENSMUSG00000021713","Ppwd1","peptidylprolyl isomerase domain and WD repeat containing 1 [Source:MGI Symbol;Acc:MGI:2443069]"
"ENSMUSG00000039097","Rln1","relaxin 1 [Source:MGI Symbol;Acc:MGI:97931]"
"ENSMUSG00000046785","Epm2aip1","EPM2A (laforin) interacting protein 1 [Source:MGI Symbol;Acc:MGI:1925031]"
"ENSMUSG00000070337","Gpr179","G protein-coupled receptor 179 [Source:MGI Symbol;Acc:MGI:2443409]"
"ENSMUSG00000020914","Top2a","topoisomerase (DNA) II alpha [Source:MGI Symbol;Acc:MGI:98790]"
"ENSMUSG00000067297","Ifit1bl2","interferon induced protein with tetratricopeptide repeats 1B like 2 [Source:MGI Symbol;Acc:MGI:2148249]"
"ENSMUSG00000051355","",""
"ENSMUSG00000026028","Trak2","trafficking protein, kinesin binding 2 [Source:MGI Symbol;Acc:MGI:1918077]"
"ENSMUSG00000061928","",""
"ENSMUSG00000072845","Tmprss11a","transmembrane protease, serine 11a [Source:MGI Symbol;Acc:MGI:2684853]"
"ENSMUSG00000039782","Cpeb2","cytoplasmic polyadenylation element binding protein 2 [Source:MGI Symbol;Acc:MGI:2442640]"
"ENSMUSG00000073761","4933427I04Rik","Riken cDNA 4933427I04 gene [Source:MGI Symbol;Acc:MGI:3613760]"
"ENSMUSG00000021748","Pdhb","pyruvate dehydrogenase (lipoamide) beta [Source:MGI Symbol;Acc:MGI:1915513]"
"ENSMUSG00000045493","Bhlhe23","basic helix-loop-helix family, member e23 [Source:MGI Symbol;Acc:MGI:2153710]"
"ENSMUSG00000057068","Fam47e","family with sequence similarity 47, member E [Source:MGI Symbol;Acc:MGI:2686227]"
"ENSMUSG00000010453","Kansl3","KAT8 regulatory NSL complex subunit 3 [Source:MGI Symbol;Acc:MGI:1918055]"
"ENSMUSG00000003346","Abhd17a","abhydrolase domain containing 17A [Source:MGI Symbol;Acc:MGI:106388]"
"ENSMUSG00000074283","Zfp109","zinc finger protein 109 [Source:MGI Symbol;Acc:MGI:1929099]"
"ENSMUSG00000010136","Pifo","primary cilia formation [Source:MGI Symbol;Acc:MGI:1923670]"
"ENSMUSG00000014773","Dll1","delta-like 1 (Drosophila) [Source:MGI Symbol;Acc:MGI:104659]"
"ENSMUSG00000058176","Gm5407","predicted gene 5407 [Source:MGI Symbol;Acc:MGI:3644612]"
"ENSMUSG00000043298","Smco3","single-pass membrane protein with coiled-coil domains 3 [Source:MGI Symbol;Acc:MGI:2443451]"
"ENSMUSG00000049372","Olfr1183","olfactory receptor 1183 [Source:MGI Symbol;Acc:MGI:3031017]"
"ENSMUSG00000093973","",""
"ENSMUSG00000040576","Wbscr28","Williams-Beuren syndrome chromosome region 28 (human) [Source:MGI Symbol;Acc:MGI:1923879]"
"ENSMUSG00000021096","Ppm1a","protein phosphatase 1A, magnesium dependent, alpha isoform [Source:MGI Symbol;Acc:MGI:99878]"
"ENSMUSG00000019966","Kitl","kit ligand [Source:MGI Symbol;Acc:MGI:96974]"
"ENSMUSG00000040310","Alx4","aristaless-like homeobox 4 [Source:MGI Symbol;Acc:MGI:108359]"
"ENSMUSG00000001525","Tubb5","tubulin, beta 5 class I [Source:MGI Symbol;Acc:MGI:107812]"
"ENSMUSG00000039187","Fanci","Fanconi anemia, complementation group I [Source:MGI Symbol;Acc:MGI:2384790]"
"ENSMUSG00000030762","Aqp8","aquaporin 8 [Source:MGI Symbol;Acc:MGI:1195271]"
"ENSMUSG00000050271","D8Ertd82e","DNA segment, Chr 8, ERATO Doi 82, expressed [Source:MGI Symbol;Acc:MGI:1196223]"
"ENSMUSG00000027510","Rbm38","RNA binding motif protein 38 [Source:MGI Symbol;Acc:MGI:1889294]"
"ENSMUSG00000031981","Capn9","calpain 9 [Source:MGI Symbol;Acc:MGI:1920897]"
"ENSMUSG00000025956","Mettl21a","methyltransferase like 21A [Source:MGI Symbol;Acc:MGI:1914349]"
"ENSMUSG00000066153","Mup21","major urinary protein 21 [Source:MGI Symbol;Acc:MGI:3650630]"
"ENSMUSG00000034266","Batf","basic leucine zipper transcription factor, ATF-like [Source:MGI Symbol;Acc:MGI:1859147]"
"ENSMUSG00000004895","Prcc","papillary renal cell carcinoma (translocation-associated) [Source:MGI Symbol;Acc:MGI:2137738]"
"ENSMUSG00000096144","",""
"ENSMUSG00000069718","Gm11563","predicted gene 11563 [Source:MGI Symbol;Acc:MGI:3650330]"
"ENSMUSG00000038725","Pkhd1l1","polycystic kidney and hepatic disease 1-like 1 [Source:MGI Symbol;Acc:MGI:2183153]"
"ENSMUSG00000046761","Fam83h","family with sequence similarity 83, member H [Source:MGI Symbol;Acc:MGI:2145900]"
"ENSMUSG00000054519","Zfp867","zinc finger protein 867 [Source:MGI Symbol;Acc:MGI:2681848]"
"ENSMUSG00000022556","Hsf1","heat shock factor 1 [Source:MGI Symbol;Acc:MGI:96238]"
"ENSMUSG00000033106","Slc7a6os","solute carrier family 7, member 6 opposite strand [Source:MGI Symbol;Acc:MGI:1916951]"
"ENSMUSG00000022269","March11","membrane-associated ring finger (C3HC4) 11 [Source:MGI Symbol;Acc:MGI:3608327]"
"ENSMUSG00000074476","Spc24","SPC24, NDC80 kinetochore complex component, homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1914879]"
"ENSMUSG00000098773","Gm27179","predicted gene 27179 [Source:MGI Symbol;Acc:MGI:5521022]"
"ENSMUSG00000032373","Car12","carbonic anhydrase 12 [Source:MGI Symbol;Acc:MGI:1923709]"
"ENSMUSG00000043333","Rhbdl2","rhomboid, veinlet-like 2 (Drosophila) [Source:MGI Symbol;Acc:MGI:3608413]"
"ENSMUSG00000024474","Ik","IK cytokine [Source:MGI Symbol;Acc:MGI:1345142]"
"ENSMUSG00000035575","Utp6","UTP6 small subunit processome component [Source:MGI Symbol;Acc:MGI:2445193]"
"ENSMUSG00000053286","Trmt1l","tRNA methyltransferase 1 like [Source:MGI Symbol;Acc:MGI:1916185]"
"ENSMUSG00000023908","Pkmyt1","protein kinase, membrane associated tyrosine/threonine 1 [Source:MGI Symbol;Acc:MGI:2137630]"
"ENSMUSG00000024768","Lipf","lipase, gastric [Source:MGI Symbol;Acc:MGI:1914967]"
"ENSMUSG00000022591","Gm9747","predicted gene 9747 [Source:MGI Symbol;Acc:MGI:3710571]"
"ENSMUSG00000063652","Slc22a21","solute carrier family 22 (organic cation transporter), member 21 [Source:MGI Symbol;Acc:MGI:1929481]"
"ENSMUSG00000025995","Wdr75","WD repeat domain 75 [Source:MGI Symbol;Acc:MGI:1920924]"
"ENSMUSG00000099294","Gm11214","predicted gene 11214 [Source:MGI Symbol;Acc:MGI:3651045]"
"ENSMUSG00000079144","A130010J15Rik","RIKEN cDNA A130010J15 gene [Source:MGI Symbol;Acc:MGI:2441776]"
"ENSMUSG00000029134","Plb1","phospholipase B1 [Source:MGI Symbol;Acc:MGI:1922406]"
"ENSMUSG00000074211","Sdhaf1","succinate dehydrogenase complex assembly factor 1 [Source:MGI Symbol;Acc:MGI:1915582]"
"ENSMUSG00000005686","Ampd3","adenosine monophosphate deaminase 3 [Source:MGI Symbol;Acc:MGI:1096344]"
"ENSMUSG00000031605","Klhl2","kelch-like 2, Mayven [Source:MGI Symbol;Acc:MGI:1924363]"
"ENSMUSG00000039262","Prrc2b","proline-rich coiled-coil 2B [Source:MGI Symbol;Acc:MGI:1923304]"
"ENSMUSG00000036775","Decr2","2-4-dienoyl-Coenzyme A reductase 2, peroxisomal [Source:MGI Symbol;Acc:MGI:1347059]"
"ENSMUSG00000039830","Olig2","oligodendrocyte transcription factor 2 [Source:MGI Symbol;Acc:MGI:1355331]"
"ENSMUSG00000042869","Olfr1370","olfactory receptor 1370 [Source:MGI Symbol;Acc:MGI:3031204]"
"ENSMUSG00000017721","Pigt","phosphatidylinositol glycan anchor biosynthesis, class T [Source:MGI Symbol;Acc:MGI:1926178]"
"ENSMUSG00000024155","Meiob","meiosis specific with OB domains [Source:MGI Symbol;Acc:MGI:1922428]"
"ENSMUSG00000031060","Rbm10","RNA binding motif protein 10 [Source:MGI Symbol;Acc:MGI:2384310]"
"ENSMUSG00000051007","Pddc1","Parkinson disease 7 domain containing 1 [Source:MGI Symbol;Acc:MGI:2387178]"
"ENSMUSG00000001739","Cldn15","claudin 15 [Source:MGI Symbol;Acc:MGI:1913103]"
"ENSMUSG00000037336","Mfsd2b","major facilitator superfamily domain containing 2B [Source:MGI Symbol;Acc:MGI:3583946]"
"ENSMUSG00000019872","Smpdl3a","sphingomyelin phosphodiesterase, acid-like 3A [Source:MGI Symbol;Acc:MGI:1931437]"
"ENSMUSG00000030256","Bhlhe41","basic helix-loop-helix family, member e41 [Source:MGI Symbol;Acc:MGI:1930704]"
"ENSMUSG00000039315","Clnk","cytokine-dependent hematopoietic cell linker [Source:MGI Symbol;Acc:MGI:1351468]"
"ENSMUSG00000025035","Arl3","ADP-ribosylation factor-like 3 [Source:MGI Symbol;Acc:MGI:1929699]"
"ENSMUSG00000030474","Siglece","sialic acid binding Ig-like lectin E [Source:MGI Symbol;Acc:MGI:1932475]"
"ENSMUSG00000036402","Gng12","guanine nucleotide binding protein (G protein), gamma 12 [Source:MGI Symbol;Acc:MGI:1336171]"
"ENSMUSG00000040734","Ppp1r13l","protein phosphatase 1, regulatory (inhibitor) subunit 13 like [Source:MGI Symbol;Acc:MGI:3525053]"
"ENSMUSG00000033629","Hacd3","3-hydroxyacyl-CoA dehydratase 3 [Source:MGI Symbol;Acc:MGI:1889341]"
"ENSMUSG00000031910","Has3","hyaluronan synthase 3 [Source:MGI Symbol;Acc:MGI:109599]"
"ENSMUSG00000043383","Olfr1342","olfactory receptor 1342 [Source:MGI Symbol;Acc:MGI:3031176]"
"ENSMUSG00000034320","Slc26a2","solute carrier family 26 (sulfate transporter), member 2 [Source:MGI Symbol;Acc:MGI:892977]"
"ENSMUSG00000031377","Bmx","BMX non-receptor tyrosine kinase [Source:MGI Symbol;Acc:MGI:1101778]"
"ENSMUSG00000001829","Clpb","ClpB caseinolytic peptidase B [Source:MGI Symbol;Acc:MGI:1100517]"
"ENSMUSG00000033623","Pcgf3","polycomb group ring finger 3 [Source:MGI Symbol;Acc:MGI:1916837]"
"ENSMUSG00000027577","Chrna4","cholinergic receptor, nicotinic, alpha polypeptide 4 [Source:MGI Symbol;Acc:MGI:87888]"
"ENSMUSG00000024837","Dmrt1","doublesex and mab-3 related transcription factor 1 [Source:MGI Symbol;Acc:MGI:1354733]"
"ENSMUSG00000061336","Olfr116","olfactory receptor 116 [Source:MGI Symbol;Acc:MGI:2177499]"
"ENSMUSG00000008489","Elavl2","ELAV (embryonic lethal, abnormal vision, Drosophila)-like 2 (Hu antigen B) [Source:MGI Symbol;Acc:MGI:1100887]"
"ENSMUSG00000046431","Olfr518","olfactory receptor 518 [Source:MGI Symbol;Acc:MGI:3030352]"
"ENSMUSG00000038135","Crygn","crystallin, gamma N [Source:MGI Symbol;Acc:MGI:2449167]"
"ENSMUSG00000022466","Rpap3","RNA polymerase II associated protein 3 [Source:MGI Symbol;Acc:MGI:1277218]"
"ENSMUSG00000055811","Cldn17","claudin 17 [Source:MGI Symbol;Acc:MGI:2652030]"
"ENSMUSG00000021583","Erap1","endoplasmic reticulum aminopeptidase 1 [Source:MGI Symbol;Acc:MGI:1933403]"
"ENSMUSG00000045503","Sys1","SYS1 Golgi-localized integral membrane protein homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1913710]"
"ENSMUSG00000040462","Os9","amplified in osteosarcoma [Source:MGI Symbol;Acc:MGI:1924301]"
"ENSMUSG00000027868","Tbx15","T-box 15 [Source:MGI Symbol;Acc:MGI:1277234]"
"ENSMUSG00000073924","Olfr656","olfactory receptor 656 [Source:MGI Symbol;Acc:MGI:3030490]"
"ENSMUSG00000023960","Enpp5","ectonucleotide pyrophosphatase/phosphodiesterase 5 [Source:MGI Symbol;Acc:MGI:1933830]"
"ENSMUSG00000068735","",""
"ENSMUSG00000053411","Cbx7","chromobox 7 [Source:MGI Symbol;Acc:MGI:1196439]"
"ENSMUSG00000041261","Car8","carbonic anhydrase 8 [Source:MGI Symbol;Acc:MGI:88253]"
"ENSMUSG00000090314","2310050C09Rik","RIKEN cDNA 2310050C09 gene [Source:MGI Symbol;Acc:MGI:1913783]"
"ENSMUSG00000055491","Pprc1","peroxisome proliferative activated receptor, gamma, coactivator-related 1 [Source:MGI Symbol;Acc:MGI:2385096]"
"ENSMUSG00000000339","Rtca","RNA 3'-terminal phosphate cyclase [Source:MGI Symbol;Acc:MGI:1913618]"
"ENSMUSG00000017300","Tnnc2","troponin C2, fast [Source:MGI Symbol;Acc:MGI:98780]"
"ENSMUSG00000062627","Mysm1","myb-like, SWIRM and MPN domains 1 [Source:MGI Symbol;Acc:MGI:2444584]"
"ENSMUSG00000027752","Exosc8","exosome component 8 [Source:MGI Symbol;Acc:MGI:1916889]"
"ENSMUSG00000095286","",""
"ENSMUSG00000035062","Zc4h2","zinc finger, C4H2 domain containing [Source:MGI Symbol;Acc:MGI:2679294]"
"ENSMUSG00000041696","Rasl12","RAS-like, family 12 [Source:MGI Symbol;Acc:MGI:1918034]"
"ENSMUSG00000001999","Blvra","biliverdin reductase A [Source:MGI Symbol;Acc:MGI:88170]"
"ENSMUSG00000062497","Olfr1411","olfactory receptor 1411 [Source:MGI Symbol;Acc:MGI:3031245]"
"ENSMUSG00000031066","Usp11","ubiquitin specific peptidase 11 [Source:MGI Symbol;Acc:MGI:2384312]"
"ENSMUSG00000045251","Zfp688","zinc finger protein 688 [Source:MGI Symbol;Acc:MGI:1916484]"
"ENSMUSG00000074625","Arhgap40","Rho GTPase activating protein 40 [Source:MGI Symbol;Acc:MGI:3649852]"
"ENSMUSG00000030805","Stx4a","syntaxin 4A (placental) [Source:MGI Symbol;Acc:MGI:893577]"
"ENSMUSG00000051497","Kcnj16","potassium inwardly-rectifying channel, subfamily J, member 16 [Source:MGI Symbol;Acc:MGI:1314842]"
"ENSMUSG00000051952","Olfr371","olfactory receptor 371 [Source:MGI Symbol;Acc:MGI:3030205]"
"ENSMUSG00000079521","Gm5938","predicted gene 5938 [Source:MGI Symbol;Acc:MGI:3648846]"
"ENSMUSG00000022180","Slc7a8","solute carrier family 7 (cationic amino acid transporter, y+ system), member 8 [Source:MGI Symbol;Acc:MGI:1355323]"
"ENSMUSG00000045404","Kcnk13","potassium channel, subfamily K, member 13 [Source:MGI Symbol;Acc:MGI:2384976]"
"ENSMUSG00000037946","Fgd3","FYVE, RhoGEF and PH domain containing 3 [Source:MGI Symbol;Acc:MGI:1353657]"
"ENSMUSG00000000318","Clec10a","C-type lectin domain family 10, member A [Source:MGI Symbol;Acc:MGI:96975]"
"ENSMUSG00000034037","Fgd5","FYVE, RhoGEF and PH domain containing 5 [Source:MGI Symbol;Acc:MGI:2443369]"
"ENSMUSG00000018372","Cep95","centrosomal protein 95 [Source:MGI Symbol;Acc:MGI:2443502]"
"ENSMUSG00000007891","Ctsd","cathepsin D [Source:MGI Symbol;Acc:MGI:88562]"
"ENSMUSG00000029168","Dpysl5","dihydropyrimidinase-like 5 [Source:MGI Symbol;Acc:MGI:1929772]"
"ENSMUSG00000031930","Wwp2","WW domain containing E3 ubiquitin protein ligase 2 [Source:MGI Symbol;Acc:MGI:1914144]"
"ENSMUSG00000096361","Gm5814","predicted pseudogene 5814 [Source:MGI Symbol;Acc:MGI:3648910]"
"ENSMUSG00000066621","Tecpr1","tectonin beta-propeller repeat containing 1 [Source:MGI Symbol;Acc:MGI:1917631]"
"ENSMUSG00000047225","Olfr684","olfactory receptor 684 [Source:MGI Symbol;Acc:MGI:3030518]"
"ENSMUSG00000021023","1110008L16Rik","RIKEN cDNA 1110008L16 gene [Source:MGI Symbol;Acc:MGI:1913382]"
"ENSMUSG00000028626","Col9a2","collagen, type IX, alpha 2 [Source:MGI Symbol;Acc:MGI:88466]"
"ENSMUSG00000031980","Agt","angiotensinogen (serpin peptidase inhibitor, clade A, member 8) [Source:MGI Symbol;Acc:MGI:87963]"
"ENSMUSG00000027168","Pax6","paired box 6 [Source:MGI Symbol;Acc:MGI:97490]"
"ENSMUSG00000055322","Tns1","tensin 1 [Source:MGI Symbol;Acc:MGI:104552]"
"ENSMUSG00000043592","Unc5cl","unc-5 family C-terminal like [Source:MGI Symbol;Acc:MGI:1923839]"
"ENSMUSG00000023284","Zfp605","zinc finger protein 605 [Source:MGI Symbol;Acc:MGI:2444933]"
"ENSMUSG00000070420","Zscan25","zinc finger and SCAN domain containing 25 [Source:MGI Symbol;Acc:MGI:3647079]"
"ENSMUSG00000042271","Nxt2","nuclear transport factor 2-like export factor 2 [Source:MGI Symbol;Acc:MGI:2147914]"
"ENSMUSG00000024892","Pcx","pyruvate carboxylase [Source:MGI Symbol;Acc:MGI:97520]"
"ENSMUSG00000063434","Sorcs3","sortilin-related VPS10 domain containing receptor 3 [Source:MGI Symbol;Acc:MGI:1913923]"
"ENSMUSG00000021838","Samd4","sterile alpha motif domain containing 4 [Source:MGI Symbol;Acc:MGI:1921730]"
"ENSMUSG00000031182","4930447F04Rik","RIKEN cDNA 4930447F04 gene [Source:MGI Symbol;Acc:MGI:1922112]"
"ENSMUSG00000055298","Ctsj","cathepsin J [Source:MGI Symbol;Acc:MGI:1349426]"
"ENSMUSG00000025436","Xrcc6bp1","XRCC6 binding protein 1 [Source:MGI Symbol;Acc:MGI:1916984]"
"ENSMUSG00000052533","",""
"ENSMUSG00000032841","Prr5l","proline rich 5 like [Source:MGI Symbol;Acc:MGI:1919696]"
"ENSMUSG00000030612","Mrpl46","mitochondrial ribosomal protein L46 [Source:MGI Symbol;Acc:MGI:1914558]"
"ENSMUSG00000048581","E130311K13Rik","RIKEN cDNA E130311K13 gene [Source:MGI Symbol;Acc:MGI:3607716]"
"ENSMUSG00000026466","Tor1aip1","torsin A interacting protein 1 [Source:MGI Symbol;Acc:MGI:3582693]"
"ENSMUSG00000094950","Vmn2r66","vomeronasal 2, receptor 66 [Source:MGI Symbol;Acc:MGI:3588220]"
"ENSMUSG00000024354","Slc23a1","solute carrier family 23 (nucleobase transporters), member 1 [Source:MGI Symbol;Acc:MGI:1341903]"
"ENSMUSG00000027185","Nat10","N-acetyltransferase 10 [Source:MGI Symbol;Acc:MGI:2138939]"
"ENSMUSG00000018347","Zkscan6","zinc finger with KRAB and SCAN domains 6 [Source:MGI Symbol;Acc:MGI:1289293]"
"ENSMUSG00000096083","Gm10428","predicted gene 10428 [Source:MGI Symbol;Acc:MGI:3704375]"
"ENSMUSG00000025159","Mms19","MMS19 (MET18 S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1919449]"
"ENSMUSG00000023967","Mrps18a","mitochondrial ribosomal protein S18A [Source:MGI Symbol;Acc:MGI:1915815]"
"ENSMUSG00000003452","Bicd1","bicaudal D homolog 1 (Drosophila) [Source:MGI Symbol;Acc:MGI:1101760]"
"ENSMUSG00000047423","AI837181","expressed sequence AI837181 [Source:MGI Symbol;Acc:MGI:2147598]"
"ENSMUSG00000040621","Gemin8","gem (nuclear organelle) associated protein 8 [Source:MGI Symbol;Acc:MGI:2384300]"
"ENSMUSG00000030897","Cnga4","cyclic nucleotide gated channel alpha 4 [Source:MGI Symbol;Acc:MGI:2664099]"
"ENSMUSG00000063275","Hacd1","3-hydroxyacyl-CoA dehydratase 1 [Source:MGI Symbol;Acc:MGI:1353592]"
"ENSMUSG00000029673","Auts2","autism susceptibility candidate 2 [Source:MGI Symbol;Acc:MGI:1919847]"
"ENSMUSG00000024858","Adrbk1","adrenergic receptor kinase, beta 1 [Source:MGI Symbol;Acc:MGI:87940]"
"ENSMUSG00000003382","Etv3","ets variant 3 [Source:MGI Symbol;Acc:MGI:1350926]"
"ENSMUSG00000038252","Ncapd2","non-SMC condensin I complex, subunit D2 [Source:MGI Symbol;Acc:MGI:1915548]"
"ENSMUSG00000070720","Tmem200b","transmembrane protein 200B [Source:MGI Symbol;Acc:MGI:3646343]"
"ENSMUSG00000061013","Mkx","mohawk homeobox [Source:MGI Symbol;Acc:MGI:2687286]"
"ENSMUSG00000013928","",""
"ENSMUSG00000001440","Kpnb1","karyopherin (importin) beta 1 [Source:MGI Symbol;Acc:MGI:107532]"
"ENSMUSG00000019173","Rab5c","RAB5C, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:105306]"
"ENSMUSG00000003484","Cyp4f18","cytochrome P450, family 4, subfamily f, polypeptide 18 [Source:MGI Symbol;Acc:MGI:1919304]"
"ENSMUSG00000017724","Etv4","ets variant 4 [Source:MGI Symbol;Acc:MGI:99423]"
"ENSMUSG00000038729","Akap2","A kinase (PRKA) anchor protein 2 [Source:MGI Symbol;Acc:MGI:1306795]"
"ENSMUSG00000028551","Cdkn2c","cyclin-dependent kinase inhibitor 2C (p18, inhibits CDK4) [Source:MGI Symbol;Acc:MGI:105388]"
"ENSMUSG00000025875","Tspan17","tetraspanin 17 [Source:MGI Symbol;Acc:MGI:1921507]"
"ENSMUSG00000071665","Foxr2","forkhead box R2 [Source:MGI Symbol;Acc:MGI:3511682]"
"ENSMUSG00000055805","Fmnl1","formin-like 1 [Source:MGI Symbol;Acc:MGI:1888994]"
"ENSMUSG00000013973","Dedd","death effector domain-containing [Source:MGI Symbol;Acc:MGI:1333874]"
